"REGION","SUB_REGION","DISTRICT","SUBCOUNTY","NAME","UID","COORDINATES","OPERATIONAL STATUS","FACILITY_LEVEL","OWNERSHIP_NAME","AUTHORITY_NAME"
"Eastern Region","Busoga","Namayingo District","Namayingo Town Council","Victory Medica Centre HC III","vGZ0e3IGMny","""""","Non-Functional","HC III","PFP","NGO"
"Northern Region","Acholi","Gulu District","Laroo Division","Victory Medical Centre Clinic (Laroo) HC II","asZMKtqcAd9","""""","Functional","Clinic","PFP","Private"
"Central Region","Kampala","Kampala District","Rubaga Division","Victory Medical Centre HC II","Ku0I5IciWi3","""""","Functional","HC II","PFP","Private"
"Western Region","Bunyoro","Kiryandongo District","Kigumba Town Council","Victory Medical Clinic","KGNFccC50jE","""""","Functional","Clinic","PFP","Private"
"Northern Region","West Nile","Adjumani District","Adjumani Town Council","Viena Medical Centre Adjumani","wns9cdnRqOs","""""","Functional","","PFP","Private"
"Central Region","Kampala","Kampala District","Kawempe Division","Vienna Medical Centre HC II","rVjdzfsi9d5","""""","Functional","HC II","PFP","Private"
"Central Region","Kampala","Kampala District","Rubaga Division","Viga Clinic HC II","StVGsmCpx30","{""type"": ""Point"", ""coordinates"": [32.595157, 0.354438]}","Functional","HC II","PFP","Private"
"Central Region","South Central","Wakiso District","Wakiso Subcounty","Vigorous Domicilliary Clinic HC III","kZg2QlWweeg","""""","Functional","HC III","PFP","Private"
"Central Region","South Central","Wakiso District","Kira Division","Vikamu Health Care Clinic HC II","l8wbg6pPSHZ","""""","","HC II","PFP","Private"
"Eastern Region","Busoga","Bugiri District","Buluguyi Subcounty","Village Of Eden HC II","jPFMw8jhYY1","""""","Functional","HC II","PFP","Private"
"Central Region","South Central","Kalungu District","Kalungu Subcounty","Villa Maria Hospital","NTlPENoySCQ","{""type"": ""Point"", ""coordinates"": [31.743304, -0.228127]}","Functional","Hospital","PNFP","UCMB"
"Western Region","Tooro","Kyenjojo District","Butiiti Subcounty","Villa Maria (Kaihura) HC II","aYcV6yUPUF5","{""type"": ""Point"", ""coordinates"": [30.58475, 0.64307]}","Functional","HC II","PNFP","UCMB"
"Western Region","Tooro","Kabarole District","Western Division (Kabarole MC)","Vine Hospital","MadCYv1HDhI","""""","Functional","Hospital","PFP","Private"
"Central Region","North Central","Mukono District","Central Division (Mukono MC)","Vine Medical Centre Clinic","HNWkeEms9vr","""""","Functional","Clinic","PFP","Private"
"Central Region","Kampala","Kampala District","Makindye Division","Vine Medicare Clinic (Makindye II) HC II","wMTyxxQnotu","""""","Functional","HC II","PFP","Private"
"Central Region","Kampala","Kampala District","Central Division (Kampala CCA)","Vine Medicare Clinic (Old Kampala) HC II","nzx3HtVNmLh","""""","Functional","HC II","PFP","Private"
"Central Region","Kampala","Kampala District","Makindye Division","Virgo Health Services HC II","l98pFyx1kxY","""""","Functional","HC II","PFP","Private"
"Western Region","Tooro","Kabarole District","Southern Division (Kabarole MC)","Virika Hospital","uiLzeURGsDn","{""type"": ""Point"", ""coordinates"": [30.267931, 0.640278]}","Functional","Hospital","PNFP","UCMB"
"Central Region","South Central","Wakiso District","Busukuma Subcounty","Vision International Medical Centre","HhHL58uD1NJ","""""","Functional","HC II","PFP","Private"
"Northern Region","Acholi","Omoro District","Odek Subcounty","Vision Medical Centre","OPgM3GAJz1p","""""","Non-Functional","Clinic","PFP","Private"
"Central Region","Kampala","Kampala District","Rubaga Division","Vision Medical Centre HC II","mUIJECKoemN","""""","Functional","HC II","PFP","Private"
"Central Region","South Central","Wakiso District","Kira Division","Vision Medical Clinic","jlRIthYDovm","""""","","HC II","PFP","Private"
"Central Region","Kampala","Kampala District","Rubaga Division","Vision Medical Clinic HC II","ndHgVd0HWsi","""""","Functional","HC II","PFP","Private"
"Northern Region","Lango","Kwania District","Aduku Town Council","Vision Medicines (U) Ltd Clinic","I9WyvgT6PFn","""""","Functional","Clinic","PFP","Private"
"Northern Region","Lango","Kole District","Kole Town Council","Vital Care Drug Shop - Kole","CQstYluVgPh","""""","Functional","Drug Shop","",""
"Northern Region","West Nile","Arua District","Vurra Subcounty","Vurra HC III","pMSBcFRbW7W","{""type"": ""Point"", ""coordinates"": [30.87333, 2.90778]}","Functional","HC III","GOV","MOH"
"Central Region","Kampala","Kampala District","Kawempe Division","Vyne Medical Centre HC II","Ru4lS70azm9","""""","Functional","HC II","PFP","Private"
"Central Region","South Central","Wakiso District","Nansana Division","Vyne Medical Clinic HC III","D5aobJrzPIX","""""","Functional","HC III","PFP","Private"
"Central Region","North Central","Nakasongola District","Wabinyonyi Subcounty","Wabigalo HC III","QxjjT8pu7tx","{""type"": ""Point"", ""coordinates"": [32.46196, 1.25184]}","Functional","HC III","GOV","MOH"
"Eastern Region","Busoga","Mayuge District","Magamaga Town Council","Wabulungu HC III","u5jXNGfi96o","{""type"": ""Point"", ""coordinates"": [33.34718, 0.52415]}","Functional","HC III","GOV","MOH"
"Central Region","North Central","Luwero District","Kikyusa Subcounty","Wabusaana Prison Clinic","bZ1EuC1JaU9","""""","Functional","HC II","","UPS"
"Central Region","North Central","Luwero District","Kikyusa Subcounty","Wabusana HC III","s1n0dG7Dw9h","{""type"": ""Point"", ""coordinates"": [32.70973, 0.85314]}","Functional","HC III","GOV","MOH"
"Central Region","North Central","Kayunga District","Wabwoko-Kitimbwa Subcounty","Wabwoko HC III","a7fC0KrYZzK","{""type"": ""Point"", ""coordinates"": [32.8856, 0.83163]}","Functional","HC III","PFP","Private"
"Central Region","North Central","Kayunga District","Wabwoko-Kitimbwa Subcounty","","IlAqwJZzL40","""""","","","",""
"Central Region","South Central","Wakiso District","Kira Division","Wadanga Medical Centre Clinic","mrnTojvqe37","""""","Functional","Clinic","PFP","Private"
"Northern Region","West Nile","Pakwach District","Wadelai Subcounty","Wadelai HC III","txKvpnoo0Xd","{""type"": ""Point"", ""coordinates"": [31.39195, 2.73328]}","Functional","HC III","GOV","MOH"
"Northern Region","West Nile","Maracha District","Yivu Subcounty","Wadra HC III","OCCcAD4aYgs","{""type"": ""Point"", ""coordinates"": [31.0078, 3.26021]}","Functional","HC III","GOV","MOH"
"Eastern Region","Bugisu","Bududa District","Nangako Town Council","Wafula HC II","NVmYdtxcrtt","""""","Functional","HC II","PNFP","NGO"
"Central Region","South Central","Wakiso District","Katabi Town Council","Wagagai HC IV","Ol3Jup78Um5","{""type"": ""Point"", ""coordinates"": [32.465753, 0.093928]}","","HC IV","PFP","NGO"
"Central Region","North Central","Mukono District","Nagojje Subcounty","Wagala HC II","uG3jOgD66py","{""type"": ""Point"", ""coordinates"": [32.89071, 0.40587]}","Functional","HC II","GOV","MOH"
"Eastern Region","Busoga","Luuka District","Waibuga Subcounty","Waibuga HC III","aA2zaYJW1YT","{""type"": ""Point"", ""coordinates"": [33.38275, 0.6296]}","Functional","HC III","GOV","MOH"
"Eastern Region","Busoga","Jinja District","Kakira Town Council","Wairaka HC II","qGM0ucFnYBQ","{""type"": ""Point"", ""coordinates"": [33.2641, 0.477]}","Functional","HC II","GOV","MOH"
"Eastern Region","Bugisu","Manafwa District","Khabutoola Subcounty","Wajo Medical Centre","sotOfurfIHd","""""","Functional","Clinic","PFP","Private"
"Northern Region","West Nile","Obongi District","Itula Subcounty","Waka HC II","fMi3knJS4IC","{""type"": ""Point"", ""coordinates"": [31.92435, 3.56893]}","Functional","HC II","GOV","MOH"
"Eastern Region","Busoga","Bugiri District","Bulidha Subcounty","Wakawaka HC II","a2d3lpVigxP","{""type"": ""Point"", ""coordinates"": [33.712687, 0.327795]}","Functional","HC II","GOV","MOH"
"Central Region","North Central","Buikwe District","Wakisi Division","Wakisi HC III","an1CZjQ65h7","{""type"": ""Point"", ""coordinates"": [33.11402, 0.51026]}","Functional","HC III","GOV","MOH"
"Central Region","South Central","Wakiso District","Mende Subcounty","Wakiso Banda HC II","aV1BxN0b2cm","""""","Functional","HC II","GOV","MOH"
"Central Region","South Central","Wakiso District","Wakiso Subcounty","Wakiso EPI Centre HC III","a0plh70j00D","{""type"": ""Point"", ""coordinates"": [32.46871, 0.35999]}","Functional","HC III","GOV","MOH"
"Central Region","South Central","Wakiso District","Wakiso Town Council","Wakiso HC IV","UTcf3vkubN9","{""type"": ""Point"", ""coordinates"": [32.4774, 0.39639]}","Functional","HC IV","GOV","MOH"
"Central Region","South Central","Wakiso District","Masuliita Subcounty","Wakiso Kambugu HC II","MvR4FQy2B3N","""""","Functional","HC II","GOV","MOH"
"Central Region","South Central","Wakiso District","Busukuma Subcounty","Wakiso Kasozi HC III","ZDdH3JVg9pD","{""type"": ""Point"", ""coordinates"": [32.57011, 0.52739]}","Functional","HC III","GOV","MOH"
"Eastern Region","Busoga","Jinja District","Mafubira Subcounty","Wakitaka HC III","uN5b8CDfZxZ","{""type"": ""Point"", ""coordinates"": [33.21933, 0.49116]}","Functional","HC III","GOV","MOH"
"Central Region","North Central","Nakaseke District","Wakyato Subcounty","Wakyato HC III","eQXTs1XHYpK","{""type"": ""Point"", ""coordinates"": [32.21542, 0.86586]}","Functional","HC III","GOV","MOH"
"Central Region","North Central","Nakaseke District","Wakyato Subcounty","Wakyato Prison HC II","L6jKrmFEaSA","""""","Functional","HC II","GOV","UPS"
"Western Region","Bunyoro","Masindi District","Central Division (Masindi MC)","Walabyeki Medical Centre HC III","wuWIlIipN6E","{""type"": ""Point"", ""coordinates"": [31.717489, 1.685971]}","Functional","HC III","PFP","Private"
"Central Region","North Central","Mukono District","Goma Division","Walco Medical Centre HC II","hOYfow1iN1v","""""","Functional","HC II","PFP","Private"
"Northern Region","Lango","Lira District","Aromo Subcounty","Walela HC II","a0KEPL0qPbZ","{""type"": ""Point"", ""coordinates"": [32.83843, 2.54355]}","Functional","HC II","GOV","MOH"
"Eastern Region","Busoga","Iganga District","Central Division (Iganga MC)","Walugogo HC II","FTzrUpybpQS","{""type"": ""Point"", ""coordinates"": [33.470442, 0.614898]}","Functional","HC II","GOV","MOH"
"Eastern Region","Busoga","Jinja District","Walukuba Masese Division","Walukuba HC IV","E2mdeU0lkNe","{""type"": ""Point"", ""coordinates"": [33.22508, 0.43824]}","Functional","HC IV","GOV","MOH"
"Central Region","North Central","Nakasongola District","Nabiswera Subcounty","Walukunyu HC II","Eez5B2wLHH5","{""type"": ""Point"", ""coordinates"": [32.345573, 1.390264]}","Functional","HC II","PFP","Private"
"Central Region","Kampala","Kampala District","Central Division (Kampala CCA)","Wamala Clinic HC II","rqHF3X8MjQS","""""","Functional","HC II","PFP","Private"
"Central Region","Kampala","Kampala District","Central Division (Kampala CCA)","Wamala Medical Centre - Central HC II","RxjRSbb7SdC","""""","Functional","HC II","PFP","Private"
"Western Region","Bunyoro","Kikuube District","Kiziranfumbi Subcounty","Wambabya HC II","pAeUhElFcXO","""""","Functional","HC II","GOV","MOH"
"Central Region","North Central","Nakasongola District","Wabinyonyi Subcounty","Wampiti HC II","NGTHpb3cCBB","{""type"": ""Point"", ""coordinates"": [32.526749, 1.257151]}","Functional","HC II","PNFP","UPMB"
"Eastern Region","Busoga","Mayuge District","Mpungwe Subcounty","Wamulongo HC II","tl4nhPJTSA0","""""","Functional","HC II","GOV","MOH"
"Central Region","Kampala","Kampala District","Kawempe Division","Wana Domiciliary Clinic HC II","HUb1ECPC4uH","""""","Functional","HC II","PFP","Private"
"Western Region","Bunyoro","Masindi District","Central Division (Masindi MC)","Wanaichi Medical Centre HC II","Yq0319u2XE5","{""type"": ""Point"", ""coordinates"": [31.721193, 1.684011]}","Functional","HC II","PFP","Private"
"Eastern Region","Bugisu","Mbale District","Wanale Subcounty","Wanale HC III","KBk0KFmtX6p","{""type"": ""Point"", ""coordinates"": [34.245027, 1.03122]}","Functional","HC III","GOV","MOH"
"Eastern Region","Busoga","Buyende District","Bugaya Subcounty","Wandago HC II","mF6bQRRHX1e","{""type"": ""Point"", ""coordinates"": [33.140915, 1.264215]}","Functional","HC II","GOV","MOH"
"Eastern Region","Busoga","Mayuge District","Kityerera Subcounty","Wandegeya HC II","DaUdxUUVqCJ","{""type"": ""Point"", ""coordinates"": [33.57045, 0.34824]}","Functional","HC II","GOV","MOH"
"Central Region","Kampala","Kampala District","Kawempe Division","Wandegeya Medical Chambers HC III","Sz5UR0wjCcn","{""type"": ""Point"", ""coordinates"": [32.57456, 0.33049]}","Functional","HC III","PFP","Private"
"Central Region","Kampala","Kampala District","Kawempe Division","Wandegeya Medical Clinic HC II","v4NjiPmvRQw","""""","Functional","HC II","PFP","Private"
"Central Region","Kampala","Kampala District","Central Division (Kampala CCA)","Wandegeya Police HC II","AIqpNaeckvv","""""","Functional","HC II","GOV","UPF"
"Northern Region","West Nile","Terego District","Katrini Subcounty","Wandi HC III","DVPFLWaZInR","{""type"": ""Point"", ""coordinates"": [30.99093, 3.10997]}","Functional","HC III","GOV","MOH"
"Eastern Region","Busoga","Bugiri District","Nabukalu Subcounty","Wangobo HC II","aK4gwJ4rOvw","{""type"": ""Point"", ""coordinates"": [33.68135, 0.69661]}","Functional","HC II","GOV","MOH"
"Eastern Region","Bugisu","Namisindwa District","Bukhaweka Subcounty","Wango Domiciliary Clinic - Cbo","mBKohvAs9ZG","""""","Functional","Clinic","GOV","MOH"
"Central Region","North Central","Nakaseke District","Wakyato Subcounty","Wansalangi HC II","abhWtHxtxlG","{""type"": ""Point"", ""coordinates"": [32.28457, 0.84339]}","Functional","HC II","GOV","MOH"
"Eastern Region","Busoga","Jinja District","Butagaya Subcounty","Wansimba HC II","iE8EHTPUZ76","{""type"": ""Point"", ""coordinates"": [33.10823, 0.59277]}","Functional","HC II","GOV","MOH"
"Northern Region","Lango","Apac District","Apoi Subcounty","Wansolo HC II","EEQf2mLM09R","{""type"": ""Point"", ""coordinates"": [32.5013, 1.66923]}","Functional","HC II","GOV","MOH"
"Northern Region","West Nile","Zombo District","Warr Subcounty","Warr HC IV","H9PD4tw7GUE","{""type"": ""Point"", ""coordinates"": [30.89017, 2.59777]}","Functional","HC IV","GOV","MOH"
"Northern Region","West Nile","Zombo District","Warr Subcounty","Warr Islamic HC II","Q2JZnH5wQT0","{""type"": ""Point"", ""coordinates"": [30.89236, 2.61598]}","Functional","HC II","PNFP","UMMB"
"Central Region","North Central","Mukono District","Central Division (Mukono MC)","Wataba Medical Centre","S3ohatkswyg","""""","Functional","HC II","PFP","Private"
"Central Region","South Central","Mpigi District","Kiringente Subcounty","Watoto HC II","a6c8cXzJtGP","{""type"": ""Point"", ""coordinates"": [32.40805, 0.24786]}","Functional","HC II","PFP","Private"
"Central Region","North Central","Kyankwanzi District","Wattuba Town Council","","h19RbmEwElk","""""","","","",""
"Central Region","South Central","Wakiso District","Kasangati Town Council","Watubba HC III","Tr9SwdDaZNB","{""type"": ""Point"", ""coordinates"": [32.53923, 0.44065]}","Functional","HC III","GOV","MOH"
"Central Region","South Central","Wakiso District","Kasangati Town Council","Wayira Memorial Medical Centre HC III","YTeUj7CzWUv","""""","Functional","HC III","PFP","Private"
"Central Region","South Central","Wakiso District","Kajjansi Town Council","Webajja Prison Marine HC II","E7Fd431JM2E","""""","Functional","HC II","GOV","UPS"
"Central Region","Kampala","Kampala District","Makindye Division","Weej Medical Center HC II","ynZ2uFLfTTa","""""","Functional","HC II","PFP","Private"
"Western Region","Tooro","Kyegegwa District","Kyegegwa Town Council","Wekomiire St. Thereza HC III","Fz5Ar828O0m","{""type"": ""Point"", ""coordinates"": [31.04172, 0.46214]}","Functional","HC III","PNFP","UCMB"
"Central Region","Kampala","Kampala District","Nakawa Division","Welfa Medical Center HC II","PUSIXuQuLlJ","""""","Functional","HC II","PFP","Private"
"Central Region","Kampala","Kampala District","Makindye Division","Welfare Medical Clinic HC II","ShqpmBpmzzk","""""","","HC II","PFP","Private"
